"","station","cldd","cdd","qual","lat","long"
"1395","USC00134049","683S",683,"S",42.5269,-91.8781
"1396","USC00134063","869S",869,"S",41.3656,-93.6481
"1397","USC00134101","1066S",1066,"S",41.6092,-91.505
"1398","USC00134142","702S",702,"S",42.5189,-93.2536
"1399","USC00134228","829S",829,"S",42.0347,-94.4114
"1400","USC00134381","1143S",1143,"S",40.3967,-91.375
"1401","USC00134389","1076S",1076,"S",40.7308,-91.9608
"1402","USC00134502","972S",972,"S",41.3247,-93.1008
"1403","USC00134561","850C",850,"C",43.4483,-95.3247
"1404","USC00134585","1051S",1051,"S",40.6233,-93.9508
"1405","USC00134705","1020S",1020,"S",41.5697,-90.3956
"1406","USC00134735","778S",778,"S",42.7817,-96.1458
"1407","USC00134758","821S",821,"S",40.7244,-93.6453
"1408","USC00134894","929S",929,"S",41.6381,-95.7883
"1409","USC00135086","608S",608,"S",42.4733,-91.4517
"1410","USC00135123","794S",794,"S",42.1619,-95.7836
"1411","USC00135131","616S",616,"S",42.0494,-90.7489
"1412","USC00135198","755S",755,"S",42.0647,-92.9244
"1413","USC00135230","578S",578,"S",43.1631,-93.1953
"1414","USC00135493","579S",579,"S",43.3828,-95.1842
"1415","USC00135769","836S",836,"S",40.7053,-94.2428
"1416","USC00135796","1067S",1067,"S",40.9486,-91.5647
"1417","USC00135837","1101S",1101,"S",41.4075,-91.0725
"1418","USC00135844","939R",939,"R",41.4714,-91.0464
"1419","USC00135952","541S",541,"S",43.0453,-92.3122
"1420","USC00135992","838S",838,"S",41.7117,-93.0297
"1421","USC00136103","522S",522,"S",43.4386,-93.2253
"1422","USC00136151","898R",898,"R",41.3044,-95.3844
"1423","USC00136200","655R",655,"R",42.6467,-91.9131
"1424","USC00136243","878S",878,"S",42.0697,-96.1258
"1425","USC00136305","618S",618,"S",43.2794,-92.8106
"1426","USC00136316","903R",903,"R",41.0194,-93.7503
"1427","USC00136327","855S",855,"S",41.3214,-92.6467
"1428","USC00136566","846C",846,"C",41.8394,-94.1106
"1429","USC00136719","774S",774,"S",42.7292,-94.6614
"1430","USC00136766","731R",731,"R",43.09,-91.5581
"1431","USC00136800","864S",864,"S",43.0864,-95.6292
"1432","USC00136910","962R",962,"R",40.825,-92.8925
"1433","USC00136940","1038S",1038,"S",41.0036,-95.2419
"1434","USC00137147","718S",718,"S",43.43,-96.1686
"1435","USC00137161","715S",715,"S",42.3969,-94.6292
"1436","USC00137312","659S",659,"S",42.4194,-94.9761
"1437","USC00137386","651S",651,"S",43.1792,-95.6603
"1438","USC00137594","560S",560,"S",43.1808,-95.8528
"1439","USC00137613","1135S",1135,"S",40.7672,-95.38
"1440","USC00137664","570S",570,"S",43.4403,-95.7225
"1441","USC00137669","1059S",1059,"S",40.7453,-95.6422
"1442","USC00137678","859S",859,"S",41.3328,-92.1975
"1443","USC00137700","851C",851,"C",43.0558,-96.1525
"1444","USC00137726","668S",668,"S",42.8931,-95.0653
"1445","USC00137844","689S",689,"S",43.1653,-95.1467
"1446","USC00137859","737R",737,"R",43.4231,-95.1394
"1447","USC00137979","737S",737,"S",42.6347,-95.1694
"1448","USC00138026","594R",594,"R",43.4022,-94.3831
"1449","USC00138266","853S",853,"S",41.7797,-91.1269
"1450","USC00138296","708S",708,"S",42.0356,-92.5806
"1451","USC00138339","651R",651,"R",42.8125,-92.2575
"1452","USC00138568","803S",803,"S",42.1703,-92.0078
"1453","USC00138688","873S",873,"S",41.2828,-91.7067
"1454","USC00138755","560R",560,"R",43.2742,-91.4711
"1455","USC00138806","697S",697,"S",42.4686,-93.7972
"1456","USC00139067","768S",768,"S",41.6403,-91.9783
"1457","USC00139132","814R",814,"R",41.3561,-94.0128
"1458","USC00140010","1759S",1759,"S",38.9267,-97.2128
"1459","USC00140201","1336R",1336,"R",39.4767,-98.9714
"1460","USC00140365","1581S",1581,"S",37.1942,-99.7633
"1461","USC00140405","1278S",1278,"S",39.5756,-95.1108
"1462","USC00140439","1142S",1142,"S",39.7997,-101.0422
"1463","USC00140682","1196S",1196,"S",39.8183,-97.6375
"1464","USC00140693","1495R",1495,"R",39.4575,-98.1125
"1465","USC00140800","1427R",1427,"R",37.5333,-101.5667
"1466","USC00140865","1307R",1307,"R",38.5636,-99.235
"1467","USC00141029","926R",926,"R",39.3686,-101.4467
"1468","USC00141068","1177R",1177,"R",38.6689,-99.7883
"1469","USC00141351","1274S",1274,"S",38.0325,-96.6797
"1470","USC00141383","1285S",1285,"S",38.7978,-99.7231
"1471","USC00141408","1086R",1086,"R",39.7242,-96.1258
"1472","USC00141428","1503R",1503,"R",37.6769,-95.4472
"1473","USC00141522","1387S",1387,"S",37.8131,-100.3456
"1474","USC00141559","1380S",1380,"S",39.3739,-97.1275
"1475","USC00141612","1293S",1293,"S",38.9408,-95.3397
"1476","USC00141699","1059S",1059,"S",39.3925,-101.0689
"1477","USC00141704","1754S",1754,"S",37.2706,-99.3272
"1478","USC00141740","1577S",1577,"S",37.1764,-94.8397
"1479","USC00141858","1398S",1398,"S",38.3703,-96.5483
"1480","USC00141867","1324S",1324,"S",38.6758,-96.5097
"1481","USC00142401","1435R",1435,"R",37.8183,-96.8444
"1482","USC00142430","1679R",1679,"R",37.2775,-95.7769
"1483","USC00142432","1437S",1437,"S",37.0058,-101.8867
"1484","USC00142459","1397R",1397,"R",38.7278,-98.2267
"1485","USC00142548","1334S",1334,"S",38.4294,-96.2189
"1486","USC00142602","1151R",1151,"R",38.8592,-96.1058
"1487","USC00142622","1365R",1365,"R",37.8253,-96.2644
"1488","USC00142686","1466R",1466,"R",37.6475,-96.0781
"1489","USC00142773","1406S",1406,"S",38.2422,-96.9242
"1490","USC00142835","1622S",1622,"S",37.8428,-94.7086
"1491","USC00142894","1487R",1487,"R",37.5292,-95.8144
"1492","USC00142980","1259S",1259,"S",37.9931,-100.8122
"1493","USC00143008","1371R",1371,"R",38.28,-95.2178
"1494","USC00143074","1559S",1559,"S",37.5081,-94.8392
"1495","USC00143100","1322R",1322,"R",39.5039,-98.315
"1496","USC00143218","1678S",1678,"S",38.3758,-98.7803
"1497","USC00143239","1380R",1380,"R",37.6025,-99.3022
"1498","USC00143527","1401S",1401,"S",38.8586,-99.3358
"1499","USC00143545","1573R",1573,"R",37.5194,-97.3142
"1500","USC00143554","1248S",1248,"S",38.6003,-100.6197
"1501","USC00143594","1381S",1381,"S",38.6656,-96.9494
"1502","USC00143665","1214R",1214,"R",39.3617,-99.8278
"1503","USC00143686","1342R",1342,"R",38.6644,-94.89
"1504","USC00143759","1117R",1117,"R",39.4578,-95.755
"1505","USC00143810","1266R",1266,"R",39.6678,-95.52
"1506","USC00143822","1505S",1505,"S",37.4603,-96.2869
"1507","USC00143837","1026S",1026,"S",39.3533,-100.4397
"1508","USC00143847","1684S",1684,"S",38.1042,-98.6592
"1509","USC00143855","1334R",1334,"R",37.1644,-101.3397
"1510","USC00143867","1396R",1396,"R",37.8117,-95.4456
"1511","USC00143929","1384R",1384,"R",38.09,-97.9125
"1512","USC00143930","1464S",1464,"S",37.9311,-98.0297
"1513","USC00143954","1616S",1616,"S",37.2364,-95.7003
"1514","USC00143984","1402S",1402,"S",37.9233,-95.4242
"1515","USC00144087","1316R",1316,"R",38.1964,-99.9181
"1516","USC00144104","1343R",1343,"R",38.2547,-95.75
"1517","USC00144114","1307R",1307,"R",37.5669,-101.7508
"1518","USC00144178","1343S",1343,"S",38.6078,-97.9597
"1519","USC00144313","1592R",1592,"R",37.6361,-98.1136
"1520","USC00144333","1487R",1487,"R",37.9283,-99.3656
"1521","USC00144357","1179R",1179,"R",39.6619,-99.1228
"1522","USC00144464","1361S",1361,"S",37.9411,-101.2492
"1523","USC00144530","1411R",1411,"R",38.1817,-99.0994
"1524","USC00144559","1333R",1333,"R",38.9583,-95.2514
"1525","USC00144588","1420R",1420,"R",39.3256,-94.9189
"1526","USC00144665","1035R",1035,"R",38.4794,-101.3658
"1527","USC00144695","1468S",1468,"S",37.0222,-100.9294
"1528","USC00144712","1421R",1421,"R",39.0294,-98.13
"1529","USC00144857","1152S",1152,"S",39.9,-98.0256
"1530","USC00144972","1498S",1498,"S",39.1972,-96.5814
"1531","USC00144982","1229R",1229,"R",39.7889,-98.2039
"1532","USC00145039","1462S",1462,"S",38.3778,-97.0753
"1533","USC00145063","1327S",1327,"S",39.8383,-96.6364
"1534","USC00145127","995R",995,"R",39.7844,-101.3686
"1535","USC00145152","1483R",1483,"R",38.3772,-97.6097
"1536","USC00145171","1583R",1583,"R",37.285,-100.345
"1537","USC00145173","1741R",1741,"R",37.2767,-98.58
"1538","USC00145210","1351R",1351,"R",38.5039,-95.7036
"1539","USC00145306","1374S",1374,"S",39.0744,-96.8983
"1540","USC00145363","1451R",1451,"R",39.1247,-97.7047
"1541","USC00145421","1290R",1290,"R",37.5922,-100.4389
"1542","USC00145528","1284S",1284,"S",38.1433,-94.8233
"1543","USC00145536","1493S",1493,"S",37.1872,-95.4508
"1544","USC00145692","1315R",1315,"R",38.4478,-99.91
"1545","USC00145744","1579S",1579,"S",38.0344,-97.3431
"1546","USC00145852","1152R",1152,"R",39.8114,-99.9386
"1547","USC00145856","1195S",1195,"S",39.7411,-99.8361
"1548","USC00145870","1666R",1666,"R",37.455,-97.8486
"1549","USC00145888","1005S",1005,"S",39.1131,-100.9447
"1550","USC00145906","1055R",1055,"R",39.8183,-100.5331
"1551","USC00145972","1339S",1339,"S",38.8875,-94.7603
"1552","USC00146100","1203S",1203,"S",39.2419,-95.2725
"1553","USC00146128","1360S",1360,"S",38.6133,-95.2808
"1554","USC00146209","1372S",1372,"S",38.5911,-94.8778
"1555","USC00146242","1483S",1483,"S",37.3678,-95.2892
"1556","USC00146333","1173S",1173,"S",39.1172,-95.4097
"1557","USC00146374","1328R",1328,"R",39.7394,-99.3186
"1558","USC00146378","1369R",1369,"R",39.7433,-99.3158
"1559","USC00146435","1183R",1183,"R",39.245,-99.3808
"1560","USC00146498","1372R",1372,"R",38.645,-95.5661
"1561","USC00146549","1440R",1440,"R",37.6456,-98.7281
"1562","USC00146637","1160S",1160,"S",39.0664,-100.2394
"1563","USC00146808","1256S",1256,"S",37.2633,-101.7886
"1564","USC00147049","1127R",1127,"R",38.9117,-101.1711
"1565","USC00147050","1117R",1117,"R",38.9617,-101.1664
"1566","USC00147093","1029S",1029,"S",39.7675,-101.8067
"1567","USC00147271","1150R",1150,"R",38.4819,-100.9189
"1568","USC00147305","1637S",1637,"S",37.1317,-96.1861
"1569","USC00147397","1099C",1099,"C",38.8961,-101.7514
"1570","USC00147534","1499R",1499,"R",37.5339,-96.8814
"1571","USC00147542","1398S",1398,"S",39.7772,-98.7783
"1572","USC00147551","1460R",1460,"R",38.7431,-97.6678
"1573","USC00147796","1554S",1554,"S",38.2144,-98.2078
"1574","USC00147922","1491R",1491,"R",37.4414,-100.9792
"1575","USC00148038","1388S",1388,"S",37.9928,-101.7417
"1576","USC00148191","1452R",1452,"R",37.7417,-95.9333
"1577","USC00148235","1075S",1075,"S",38.4661,-101.7758
"1578","USC00148240","1026R",1026,"R",38.655,-101.6961
"1579","USC00148250","1179S",1179,"S",39.8283,-95.0881
"1580","USC00148259","1274S",1274,"S",39.2475,-96.5994
"1581","USC00148287","1219S",1219,"S",37.5983,-101.2908
"1582","USC00148495","1386S",1386,"S",39.0297,-99.8831
"1583","USC00148563","1270R",1270,"R",39.2142,-96.3703
"1584","USC00148578","1313S",1313,"S",39.8089,-97.055
"1585","USC00148648","1318R",1318,"R",39.4031,-99.4192
"1586","USC00148670","1639S",1639,"S",37.2778,-97.4097
"1587","USC00148914","1526R",1526,"R",37.1317,-99.0558
"1588","USC00148946","1440S",1440,"S",38.9667,-98.4889
"1589","USC00148964","1469S",1469,"S",37.2889,-96.9408
"1590","USC00148988","1090R",1090,"R",39.0589,-101.2439
"1591","USC00149080","1313S",1313,"S",37.8728,-95.7247
"1592","USC00150254","948S",948,"S",38.4536,-82.6131
"1593","USC00150381","1028S",1028,"S",36.8825,-83.8819
"1594","USC00150397","1237R",1237,"R",37.8194,-85.3847
"1595","USC00150402","1526R",1526,"R",36.8831,-88.9961
"1596","USC00150422","1696S",1696,"S",36.8978,-86.1247
"1597","USC00150450","1016S",1016,"S",36.8583,-83.3303
"1598","USC00150490","1315R",1315,"R",37.4533,-86.9117
"1599","USC00150619","1401R",1401,"R",37.5733,-84.2908
"1600","USC00150630","1364R",1364,"R",37.9161,-85.6572
"1601","USC00150940","1174S",1174,"S",37.495,-85.1517
"1602","USC00150955","1091R",1091,"R",37.9561,-86.1144
"1603","USC00151345","1199R",1199,"R",38.6583,-85.1456
"1604","USC00151890","1142R",1142,"R",37.4903,-84.4375
"1605","USC00151900","1165R",1165,"R",38.3636,-85.4186
"1606","USC00151998","1092R",1092,"R",38.3769,-84.3031
"1607","USC00152040","1166R",1166,"R",37.6528,-84.7708
"1608","USC00152214","1156R",1156,"R",37.7858,-84.7078
"1609","USC00152409","1006R",1006,"R",37.75,-84.3333
"1610","USC00152512","1085R",1085,"R",37.6797,-85.8761
"1611","USC00152775","1026R",1026,"R",38.6753,-84.325
"1612","USC00152791","1258S",1258,"S",38.1228,-83.5328
"1613","USC00153028","1064R",1064,"R",38.2022,-84.8825
"1614","USC00153223","1919R",1919,"R",37.0147,-88.2678
"1615","USC00153246","1605R",1605,"R",37.0014,-85.9072
"1616","USC00153295","1542R",1542,"R",36.8964,-88.0139
"1617","USC00153382","748R",748,"R",37.4,-83.95
"1618","USC00153389","940R",940,"R",38.3353,-82.9075
"1619","USC00153391","849R",849,"R",38.2922,-82.9747
"1620","USC00153430","1313S",1313,"S",37.2592,-85.5022
"1621","USC00153604","1480R",1480,"R",37.7822,-86.4622
"1622","USC00153741","1091R",1091,"R",37.55,-83.7667
"1623","USC00153762","1367R",1367,"R",37.7558,-87.6456
"1624","USC00153929","1228S",1228,"S",37.5317,-85.735
"1625","USC00153994","1535R",1535,"R",36.8492,-87.5206
"1626","USC00154208","1024R",1024,"R",37.0056,-85.0617
"1627","USC00154703","927S",927,"S",37.5108,-86.2892
"1628","USC00154967","1624R",1624,"R",36.9692,-88.8314
"1629","USC00155067","1622R",1622,"R",37.3475,-87.5239
"1630","USC00155097","1544R",1544,"R",37.1317,-86.1481
"1631","USC00155111","922R",922,"R",37.15,-83.8167
"1632","USC00155233","1592R",1592,"R",36.7581,-88.6406
"1633","USC00155243","1089R",1089,"R",38.6869,-83.7872
"1634","USC00155389","1077R",1077,"R",36.6086,-83.7144
"1635","USC00155524","1146S",1146,"S",36.8667,-84.8275
"1636","USC00155640","921R",921,"R",38.0583,-83.9333
"1637","USC00155648","1113S",1113,"S",37.3542,-84.3369
"1638","USC00155694","1647R",1647,"R",36.6122,-88.3083
"1639","USC00155834","1415S",1415,"S",37.2792,-86.2492
"1640","USC00156091","1759R",1759,"R",37.7828,-87.1183
"1641","USC00156117","1761R",1761,"R",37.05,-88.55
"1642","USC00156136","1140R",1140,"R",37.8175,-82.7883
"1643","USC00156580","1566S",1566,"S",37.1244,-87.8672
"1644","USC00156595","1625R",1625,"R",37.3997,-87.7622
"1645","USC00156882","1462R",1462,"R",37.2164,-86.8939
"1646","USC00156988","1247S",1247,"S",37.6178,-86.5044
"1647","USC00157049","1409R",1409,"R",36.855,-86.8883
"1648","USC00157215","1201S",1201,"S",36.7458,-86.2258
"1649","USC00157324","1016R",1016,"R",38.2,-85.2
"1650","USC00157510","1070R",1070,"R",37.1167,-84.6167
"1651","USC00157677","897S",897,"S",36.6736,-84.4792
"1652","USC00157800","1123R",1123,"R",36.8861,-85.7067
"1653","USC00158446","1031R",1031,"R",38.7744,-84.9672
"1654","USC00158551","819R",819,"R",36.9383,-83.3011
"1655","USC00158709","966R",966,"R",36.7333,-84.15
"1656","USC00158714","1221R",1221,"R",38.6586,-84.6106
"1657","USC00160098","2652S",2652,"S",31.3206,-92.4611
"1658","USC00160103","2301R",2301,"R",31.2489,-92.4489
"1659","USC00160205","2426S",2426,"S",30.7094,-90.525
"1660","USC00160349","2226S",2226,"S",32.1633,-93.1331
"1661","USC00160537","2100S",2100,"S",32.7692,-92.0056
"1662","USC00160800","2251R",2251,"R",32.3744,-92.9433
"1663","USC00160945","2517R",2517,"R",30.7808,-89.8567
"1664","USC00161232","2546S",2546,"S",31.3944,-92.7164
"1665","USC00161246","2446R",2446,"R",30.3919,-91.2711
"1666","USC00161287","2563S",2563,"S",30.9594,-92.1786
"1667","USC00161292","2929R",2929,"R",29.3414,-89.5158
"1668","USC00161411","2098S",2098,"S",32.5133,-92.3486
"1669","USC00161565","2679S",2679,"S",30.1981,-91.1256
"1670","USC00161899","2155S",2155,"S",30.8178,-90.9733
"1671","USC00161979","2208R",2208,"R",32.1667,-92.1072
"1672","USC00162151","2357R",2357,"R",30.5272,-90.1114
"1673","USC00162212","2729S",2729,"S",30.2408,-92.3478
"1674","USC00162361","2405R",2405,"R",30.4347,-93.4692
"1675","USC00162367","2565S",2565,"S",30.8428,-93.2869
"1676","USC00162534","2630C",2630,"C",30.0719,-91.0278
"1677","USC00162800","2480R",2480,"R",30.85,-92.7833
"1678","USC00162981","2936R",2936,"R",30.4917,-92.4303
"1679","USC00163079","2247R",2247,"R",32.775,-92.4075
"1680","USC00163313","2606R",2606,"R",29.8233,-91.5442
"1681","USC00163327","2502R",2502,"R",30.8186,-90.18
"1682","USC00163433","2840S",2840,"S",29.4631,-90.3072
"1683","USC00163800","2631S",2631,"S",30.4192,-92.0439
"1684","USC00163979","2994R",2994,"R",29.8894,-93.4019
"1685","USC00164030","2489S",2489,"S",30.5031,-90.3772
"1686","USC00164355","1955R",1955,"R",32.81,-93.0625
"1687","USC00164407","2931R",2931,"R",29.5858,-90.7303
"1688","USC00164674","2735S",2735,"S",29.9592,-91.7108
"1689","USC00164696","2245R",2245,"R",31.6661,-92.2006
"1690","USC00164700","2712C",2712,"C",30.2003,-92.6642
"1691","USC00164739","2532R",2532,"R",31.4825,-91.8628
"1692","USC00165021","2614R",2614,"R",30.2192,-92.065
"1693","USC00165065","2955R",2955,"R",30.0031,-92.7808
"1694","USC00165090","2340C",2340,"C",32.8067,-91.173
"1695","USC00165266","2333R",2333,"R",31.1417,-93.2397
"1696","USC00165296","2691R",2691,"R",29.7856,-92.2047
"1697","USC00165527","2239R",2239,"R",31.9833,-93.95
"1698","USC00165620","2632S",2632,"S",30.3644,-91.1672
"1699","USC00165624","2943R",2943,"R",29.5814,-89.8222
"1700","USC00165630","2546S",2546,"S",31.1783,-92.4108
"1701","USC00165874","2193R",2193,"R",32.0389,-93.7053
"1702","USC00165892","2366R",2366,"R",31.5769,-93.4817
"1703","USC00165926","2655R",2655,"R",29.7853,-90.1158
"1704","USC00166244","2246S",2246,"S",32.6053,-93.2947
"1705","USC00166314","2263S",2263,"S",32.5342,-92.0669
"1706","USC00166394","2749S",2749,"S",29.6833,-91.1761
"1707","USC00166582","2718S",2718,"S",31.7722,-93.0956
"1708","USC00166657","2913R",2913,"R",30.0375,-91.8839
"1709","USC00166686","2716S",2716,"S",30.7267,-91.3672
"1710","USC00166938","2571R",2571,"R",30.6036,-92.7739
"1711","USC00166978","2301R",2301,"R",31.8922,-92.2422
"1712","USC00167344","2203R",2203,"R",32.9081,-93.7956
"1713","USC00167691","2398R",2398,"R",32.4936,-91.7486
"1714","USC00167738","2453S",2453,"S",32.4219,-93.6381
"1715","USC00167767","2784S",2784,"S",30.0564,-90.5803
"1716","USC00167932","2601S",2601,"S",29.7286,-92.8181
"1717","USC00168046","2314S",2314,"S",30.9461,-93.2789
"1718","USC00168067","2012R",2012,"R",32.5344,-92.6889
"1719","USC00168108","2782R",2782,"R",29.8722,-89.83
"1720","USC00168163","2532S",2532,"S",31.9497,-91.2336
"1721","USC00168539","2615S",2615,"S",30.265,-89.7697
"1722","USC00168543","2512R",2512,"R",30.3433,-89.8222
"1723","USC00168923","2359S",2359,"S",32.3994,-91.1842
"1724","USC00168941","3055R",3055,"R",29.91,-90.0342
"1725","USC00169013","2728R",2728,"R",29.7758,-90.78
"1726","USC00169803","2314R",2314,"R",31.9622,-92.6561
"1727","USC00169806","2470S",2470,"S",32.0997,-91.7022
"1728","USC00170100","389S",389,"S",44.3739,-68.2592
"1729","USC00170200","136R",136,"R",47.0886,-69.025
"1730","USC00170398","213R",213,"R",45.2883,-69.1467
"1731","USC00170480","187S",187,"S",44.4394,-68.9892
"1732","USC00170814","153S",153,"S",45.6603,-69.812
"1733","USC00170833","197S",197,"S",46.4283,-67.8442
"1734","USC00170844","242S",242,"S",44.0697,-70.7467
"1735","USC00171472","133R",133,"R",46.6106,-69.5219
"1736","USC00171628","279S",279,"S",44.9197,-69.2417
"1737","USC00171833","244R",244,"R",45.6611,-67.8614
"1738","USC00171975","217R",217,"R",45.1872,-69.1839
"1739","USC00172048","246R",246,"R",43.9869,-70.055
"1740","USC00172238","254S",254,"S",43.8786,-70.7539
"1741","USC00172426","95R",95,"R",44.9067,-66.9919
"1742","USC00172620","266R",266,"R",44.5333,-68.4333
"1743","USC00172700","127R",127,"R",45.2172,-70.4825
"1744","USC00172765","244C",244,"C",44.6889,-70.1567
"1745","USC00172878","146S",146,"S",47.2386,-68.6136
"1746","USC00173046","345S",345,"S",44.2203,-69.7889
"1747","USC00173261","310R",310,"R",45.1775,-67.7742
"1748","USC00173295","390R",390,"R",43.8925,-70.2544
"1749","USC00173570","166R",166,"R",44.3744,-70.3161
"1750","USC00173862","306R",306,"R",43.6478,-70.675
"1751","USC00173944","236R",236,"R",46.2061,-67.8417
"1752","USC00174086","155S",155,"S",45.6233,-70.255
"1753","USC00174183","146R",146,"R",44.6439,-67.6475
"1754","USC00174193","214R",214,"R",43.3606,-70.4697
"1755","USC00174566","410R",410,"R",44.1,-70.2167
"1756","USC00174781","121S",121,"S",45.2219,-70.1983
"1757","USC00174927","288S",288,"S",44.7983,-69.8878
"1758","USC00175261","151R",151,"R",44.7931,-70.9167
"1759","USC00175304","276S",276,"S",45.6503,-68.705
"1760","USC00175675","296S",296,"S",44.0461,-69.5367
"1761","USC00176430","428R",428,"R",44.8992,-68.6744
"1762","USC00176594","169R",169,"R",46.0267,-68.5
"1763","USC00176721","130R",130,"R",45.8944,-69.9647
"1764","USC00176881","80R",80,"R",43.9186,-69.2622
"1765","USC00176937","249S",249,"S",46.6539,-68.0089
"1766","USC00177037","124S",124,"S",44.9892,-70.6719
"1767","USC00177039","103R",103,"R",44.9894,-70.6722
"1768","USC00177174","181R",181,"R",45.8833,-69.1833
"1769","USC00177238","149R",149,"R",45.0853,-67.1203
"1770","USC00177325","312S",312,"S",44.5308,-70.5372
"1771","USC00177479","502S",502,"S",43.4569,-70.7803
"1772","USC00177654","220R",220,"R",45.2536,-69.2278
"1773","USC00178353","253R",253,"R",45.4,-68.1667
"1774","USC00178965","165S",165,"S",47.1664,-67.9397
"1775","USC00178974","269R",269,"R",45.5608,-67.4303
"1776","USC00179151","356S",356,"S",44.5272,-69.6544
"1777","USC00179294","200R",200,"R",44.9511,-67.6664
"1778","USC00179314","356S",356,"S",43.6878,-70.6128
"1779","USC00179593","266S",266,"S",44.1925,-69.1461
"1780","USC00179891","298S",298,"S",45.1569,-67.4044
"1781","USC00180193","1681R",1681,"R",38.9936,-76.5075
"1782","USC00180335","1230R",1230,"R",38.0722,-75.2128
"1783","USC00180700","1237S",1237,"S",39.0303,-76.9314
"1784","USC00180732","1395R",1395,"R",39.5,-76.3833
"1785","USC00181385","1501R",1501,"R",38.5667,-76.0667
"1786","USC00181530","789S",789,"S",39.6453,-77.4831
"1787","USC00181750","1237S",1237,"S",39.2167,-76.0519
"1788","USC00181862","1046R",1046,"R",39.2553,-76.9286
"1789","USC00181995","1462R",1462,"R",38.9833,-76.95
"1790","USC00182060","1297R",1297,"R",39.6558,-76.1756
"1791","USC00182282","1175S",1175,"S",39.6419,-78.7561
"1792","USC00182325","1409S",1409,"S",38.9344,-77.1022
"1793","USC00182335","1022R",1022,"R",39.2667,-77.2333
"1794","USC00182336","906R",906,"R",39.2525,-77.2192
"1795","USC00182906","859S",859,"S",39.6811,-77.2914
"1796","USC00183348","1373R",1373,"R",39.4161,-77.4389
"1797","USC00183415","407S",407,"S",39.66,-78.9358
"1798","USC00183675","1129R",1129,"R",38.9689,-76.8042
"1799","USC00184030","857R",857,"R",39.6969,-78.1775
"1800","USC00185080","1262R",1262,"R",38.5333,-77
"1801","USC00185111","1394R",1394,"R",39.0847,-76.9003
"1802","USC00185832","401R",401,"R",39.5833,-79.3667
"1803","USC00185865","1014S",1014,"S",38.4617,-76.6992
"1804","USC00185934","794R",794,"R",39.7194,-76.8028
"1805","USC00185985","1207R",1207,"R",39.2739,-75.87
"1806","USC00186350","1533S",1533,"S",38.9133,-76.97
"1807","USC00186620","326S",326,"S",39.4133,-79.4
"1808","USC00186770","1218R",1218,"R",38.6833,-76.6667
"1809","USC00187330","1147R",1147,"R",38.2122,-75.6822
"1810","USC00187705","1197R",1197,"R",39.1008,-77.1486
"1811","USC00187806","1423S",1423,"S",38.7144,-76.1897
"1812","USC00188000","1436S",1436,"S",38.365,-75.5892
"1813","USC00188065","490S",490,"S",39.5103,-79.14
"1814","USC00188207","874R",874,"R",39.3983,-77.7211
"1815","USC00188380","1322C",1322,"C",38.2364,-75.3789
"1816","USC00189030","926R",926,"R",39.45,-77.1833
"1817","USC00189070","1198R",1198,"R",38.8519,-76.7683
"1818","USC00189140","1478S",1478,"S",38.4875,-75.8211
"1819","USC00189440","1007R",1007,"R",39.5736,-76.9883
"1820","USC00189750","1147R",1147,"R",39.3333,-76.8667
"1821","USC00190120","515S",515,"S",42.3861,-72.5375
"1822","USC00190408","296R",296,"R",42.4283,-72.0275
"1823","USC00190535","561R",561,"R",42.4833,-71.2833
"1824","USC00190593","377R",377,"R",42.5881,-70.8372
"1825","USC00190666","374R",374,"R",42.6325,-72.1233
"1826","USC00190759","305R",305,"R",42.1333,-72.9333
"1827","USC00190860","536S",536,"S",42.0478,-71.005
"1828","USC00190998","479R",479,"R",42.1164,-71.9075
"1829","USC00191386","322S",322,"S",41.6569,-69.9589
"1830","USC00191774","285R",285,"R",42.4667,-72.9333
"1831","USC00192107","488S",488,"S",42.1103,-72.1269
"1832","USC00192451","525R",525,"R",41.7653,-70.6697
"1833","USC00192501","589S",589,"S",41.3853,-70.5181
"1834","USC00193213","510R",510,"R",42.2167,-73.35
"1835","USC00193276","511R",511,"R",42.7467,-71.0425
"1836","USC00193505","535S",535,"S",42.7594,-71.0603
"1837","USC00193624","631S",631,"S",42.2269,-70.9125
"1838","USC00193821","496R",496,"R",41.665,-70.3039
"1839","USC00193890","721R",721,"R",42.3031,-71.1239
"1840","USC00193985","335R",335,"R",42.2833,-72.8667
"1841","USC00194075","266R",266,"R",42.55,-73.2333
"1842","USC00194105","709S",709,"S",42.6992,-71.1658
"1843","USC00194131","380R",380,"R",42.3356,-73.2506
"1844","USC00194313","607R",607,"R",42.6408,-71.3636
"1845","USC00194502","563R",563,"R",42.5008,-70.8644
"1846","USC00194580","658S",658,"S",42.4292,-71.4425
"1847","USC00194744","729S",729,"S",42.5947,-71.0208
"1848","USC00195246","804R",804,"R",41.6333,-70.9333
"1849","USC00195984","558R",558,"R",41.9928,-71.1667
"1850","USC00196245","513R",513,"R",42.5333,-70.9833
"1851","USC00196486","574S",574,"S",41.9819,-70.6961
"1852","USC00196783","585S",585,"S",42.5242,-71.1264
"1853","USC00196938","611S",611,"S",41.785,-70.9175
"1854","USC00197627","437R",437,"R",42.0583,-72.0722
"1855","USC00198367","675R",675,"R",41.9003,-71.0658
"1856","USC00198573","473R",473,"R",42.64,-72.2244
"1857","USC00198757","664S",664,"S",42.1608,-71.2461
"1858","USC00199316","620R",620,"R",42.1333,-71.4333
