"","cdd","hdd","city","longitude","latitude","population"
"846",1559,3242,"Danville",-121.9999606,37.8215929,"43341"
"847",1565,4905,"Jefferson City",-92.1735164,38.5767017,"43330"
"848",3288,264,"Cutler Bay",-80.3468593,25.5808323,"43328"
"849",4041,156,"Oakland Park",-80.1319893,26.1723065,"43286"
"850",4339,146,"North Miami Beach",-80.1625463,25.9331488,"43250"
"851",336,5341,"Freeport",-73.5831835,40.6576022,"43167"
"852",682,5879,"Moline",-90.5151342,41.5067003,"43116"
"853",1734,704,"Coachella",-116.173894,33.6803003,"43092"
"854",4207,454,"Fort Pierce",-80.3256056,27.4467056,"43074"
"855",1163,4053,"Smyrna",-86.5186045,35.9828412,"43060"
"856",786,5806,"Bountiful",-111.880771,40.8893895,"43023"
"857",211,7670,"Fond du Lac",-88.4470508,43.7730448,"42970"
"858",492,5681,"Everett",-71.0536625,42.40843,"42935"
"859",793,3948,"Danville",-79.3950228,36.5859718,"42907"
"860",2583,2466,"Keller",-97.229298,32.9341893,"42907"
"861",1444,4379,"Belleville",-89.9839935,38.5200504,"42895"
"862",588,849,"Bell Gardens",-118.1514588,33.9652918,"42889"
"863",1682,3646,"Cleveland",-84.8766115,35.1595182,"42774"
"864",3754,171,"North Lauderdale",-80.2258811,26.217305,"42757"
"865",907,5196,"Fairfield",-84.5603187,39.3454673,"42635"
"866",607,6040,"Salem",-70.8967155,42.51954,"42544"
"867",845,1481,"Rancho Palos Verdes",-118.3870173,33.7444613,"42448"
"868",373,2653,"San Bruno",-122.4110835,37.6304904,"42443"
"869",382,7236,"Concord",-71.5375718,43.2081366,"42419"
"870",452,7435,"Burlington",-73.212072,44.4758825,"42284"
"871",901,3441,"Apex",-78.8502856,35.732652,"42214"
"872",480,6905,"Midland",-84.2472116,43.6155825,"42181"
"873",3404,530,"Altamonte Springs",-81.3656242,28.6611089,"42150"
"874",1396,5077,"Hutchinson",-97.9297743,38.0608445,"41889"
"875",592,6410,"Buffalo Grove",-87.9631308,42.1662831,"41778"
"876",742,6203,"Urbandale",-93.7121656,41.6266555,"41776"
"877",717,6049,"State College",-77.8600012,40.7933949,"41757"
"878",1073,5869,"Urbana",-88.2072697,40.1105875,"41752"
"879",1128,6220,"Plainfield",-88.2120315,41.632223,"41734"
"880",1178,4717,"Manassas",-77.4752667,38.7509488,"41705"
"881",649,6921,"Bartlett",-88.1856301,41.9950276,"41679"
"882",530,4870,"Kearny",-74.1454214,40.7684342,"41664"
"883",3903,1544,"Oro Valley",-110.966488,32.3909071,"41627"
"884",1149,5876,"Findlay",-83.6499321,41.04422,"41512"
"885",293,2567,"Rohnert Park",-122.7010984,38.3396367,"41398"
"886",702,6613,"Westfield",-72.749538,42.1250929,"41301"
"887",640,5217,"Linden",-74.2445902,40.6220478,"41301"
"888",2096,2844,"Sumter",-80.3414693,33.9204354,"41190"
"889",545,6255,"Wilkes-Barre",-75.8813075,41.2459149,"41108"
"890",664,6277,"Woonsocket",-71.5147839,42.0028761,"41026"
"891",364,6453,"Leominster",-71.759794,42.5250906,"41002"
"892",825,5392,"Shelton",-73.0931641,41.3164856,"40999"
"893",1625,880,"Brea",-117.9000604,33.9166805,"40963"
"894",1067,4957,"Covington",-84.5085536,39.0836712,"40956"
"895",4289,2416,"Rockwall",-96.4597089,32.9312336,"40922"
"896",1158,2552,"Meridian",-88.703656,32.3643098,"40921"
"897",759,4942,"Riverton",-111.9391023,40.521893,"40921"
"898",2362,652,"St. Cloud",-81.2811801,28.2489016,"40918"
"899",909,5417,"Quincy",-91.4098726,39.9356016,"40915"
"900",1811,2343,"Morgan Hill",-121.6543901,37.1305012,"40836"
"901",898,6548,"Warren",-80.8184166,41.2375569,"40768"
"902",1830,5096,"Edmonds",-122.3773552,47.8106521,"40727"
"903",2396,2563,"Burleson",-97.3208492,32.5420821,"40714"
"904",487,6487,"Beverly",-70.880049,42.5584283,"40664"
"905",428,7813,"Mankato",-93.9993996,44.1635775,"40641"
"906",969,5186,"Hagerstown",-77.7199932,39.6417629,"40612"
"907",1498,4528,"Prescott",-112.4685025,34.5400242,"40590"
"908",1882,2673,"Campbell",-121.9499568,37.2871651,"40584"
"909",799,7028,"Cedar Falls",-92.4453161,42.5348993,"40566"
"910",333,2108,"Beaumont",-116.977248,33.9294606,"40481"
"911",588,849,"La Puente",-117.9495083,34.0200114,"40435"
"912",1212,7027,"Crystal Lake",-88.3161965,42.2411344,"40388"
"913",364,6453,"Fitchburg",-71.8022955,42.5834228,"40383"
"914",815,6314,"Carol Stream",-88.1347927,41.9125286,"40379"
"915",863,3620,"Hickory",-81.3444573,35.7344538,"40361"
"916",649,6921,"Streamwood",-88.1784085,42.0255827,"40351"
"917",329,5897,"Norwich",-72.0759105,41.5242649,"40347"
"918",2708,2557,"Coppell",-97.0150078,32.9545687,"40342"
"919",1942,1290,"San Gabriel",-118.1058333,34.0961111,"40275"
"920",702,6613,"Holyoke",-72.6162009,42.2042586,"40249"
"921",1757,4336,"Bentonville",-94.2088172,36.3728538,"40167"
"922",2609,3105,"Florence",-87.677251,34.79981,"40059"
"923",1758,2944,"Peachtree Corners",-84.2214551,33.9698929,"40059"
"924",2751,3688,"Brentwood",-86.7827772,36.0331164,"40021"
"925",157,7701,"Bozeman",-111.0429339,45.6769979,"39860"
"926",459,6689,"New Berlin",-88.1084224,42.9764027,"39834"
"927",1744,1977,"Goose Creek",-80.0325867,32.9810059,"39823"
"928",1933,1813,"Huntsville",-95.5507771,30.7235263,"39795"
"929",729,4281,"Prescott Valley",-112.315721,34.6100243,"39791"
"930",637,7662,"Maplewood",-92.9952153,44.9530215,"39765"
"931",1128,6220,"Romeoville",-88.0895061,41.6475306,"39650"
"932",1561,2247,"Duncanville",-96.9083366,32.6518004,"39605"
"933",476,4457,"Atlantic City",-74.4229266,39.3642834,"39551"
"934",4,3937,"Clovis",-103.2052272,34.4047987,"39508"
"935",2708,2557,"The Colony",-96.8928309,33.0806083,"39458"
"936",1149,1368,"Culver City",-118.3964665,34.0211224,"39428"
"937",563,6413,"Marlborough",-71.5522874,42.3459271,"39414"
"938",1869,1770,"Hilton Head Island",-80.752608,32.216316,"39412"
"939",578,8739,"Moorhead",-96.7678039,46.8737648,"39398"
"940",443,864,"Calexico",-115.4988834,32.6789476,"39389"
"941",589,1047,"Bullhead City",-114.5285981,35.1359386,"39383"
"942",1512,3413,"Germantown",-89.8100858,35.0867577,"39375"
"943",1734,704,"La Quinta",-116.3100095,33.6633573,"39331"
"944",752,5298,"Lancaster",-82.5993294,39.7136754,"39325"
"945",480,8249,"Wausau",-89.6301221,44.9591352,"39309"
"946",2729,2872,"Sherman",-96.6088805,33.6356618,"39296"
"947",3404,530,"Ocoee",-81.5439619,28.5691677,"39172"
"948",605,7376,"Shakopee",-93.5272861,44.7973962,"39167"
"949",574,6315,"Woburn",-71.1522765,42.4792618,"39083"
"950",243,4919,"Bremerton",-122.6329356,47.5673202,"39056"
"951",682,5879,"Rock Island",-90.5787476,41.5094771,"38877"
"952",1685,3635,"Muskogee",-95.3696909,35.7478769,"38863"
"953",2808,4391,"Cape Girardeau",-89.5181476,37.3058839,"38816"
"954",298,3845,"Annapolis",-76.4921829,38.9784453,"38722"
"955",4838,234,"Greenacres",-80.1353896,26.6276276,"38696"
"956",4750,809,"Ormond Beach",-81.0558894,29.2858129,"38661"
"957",4339,146,"Hallandale Beach",-80.148379,25.9812024,"38632"
"958",288,1225,"Stanton",-117.9931165,33.8025155,"38623"
"959",291,4740,"Puyallup",-122.2928974,47.1853785,"38609"
"960",256,2577,"Pacifica",-122.4869194,37.6138253,"38606"
"961",649,6921,"Hanover Park",-88.1450735,41.9994722,"38510"
"962",2419,2486,"Hurst",-97.1705678,32.8234621,"38448"
"963",1002,5988,"Lima",-84.1052256,40.742551,"38355"
"964",3277,1490,"Marana",-111.2224422,32.436381,"38290"
"965",781,6694,"Carpentersville",-88.2578582,42.1211364,"38241"
"966",2021,2478,"Oakley",-121.7124536,37.9974219,"38194"
"967",900,5645,"Huber Heights",-84.1246608,39.843947,"38142"
"968",3547,2429,"Lancaster",-96.7561082,32.5920798,"38071"
"969",1781,1429,"Montclair",-117.6897776,34.0775104,"38027"
"970",592,6410,"Wheeling",-87.9289591,42.1391927,"38015"
"971",328,6779,"Brookfield",-88.1064787,43.0605671,"37999"
"972",842,6339,"Park Ridge",-87.8406192,42.0111412,"37839"
"973",2044,2524,"Florence",-79.7625625,34.1954331,"37792"
"974",961,5980,"Roy",-112.0263313,41.1616108,"37733"
"975",2666,670,"Winter Garden",-81.5861847,28.5652787,"37711"
"976",492,5681,"Chelsea",-71.0328284,42.3917638,"37670"
"977",1004,4840,"Valley Stream",-73.7084645,40.6642699,"37659"
"978",1481,3120,"Spartanburg",-81.9320482,34.9495672,"37647"
"979",193,4076,"Lake Oswego",-122.6706498,45.4206749,"37610"
"980",1159,1289,"Friendswood",-95.2010447,29.5293998,"37587"
"981",992,5324,"Westerville",-82.9290696,40.1261743,"37530"
"982",202,5444,"Northglenn",-104.9811468,39.8961821,"37499"
"983",2368,2122,"Phenix City",-85.0007653,32.4709761,"37498"
"984",922,5473,"Grove City",-83.0929644,39.8814519,"37490"
"985",2233,2700,"Texarkana",-94.0476882,33.425125,"37442"
"986",842,6339,"Addison",-87.9889556,41.931696,"37385"
"987",431,4269,"Dover",-75.5243682,39.158168,"37366"
"988",239,6215,"Lincoln Park",-83.1785361,42.2505943,"37313"
"989",1079,6326,"Calumet City",-87.5294871,41.6155909,"37240"
"990",1040,6559,"Muskegon",-86.2483921,43.2341813,"37213"
"991",4339,146,"Aventura",-80.1392121,25.9564812,"37199"
"992",130,2977,"Martinez",-122.1341321,38.0193657,"37165"
"993",459,6689,"Greenfield",-88.0125865,42.9614039,"37159"
"994",1395,1306,"Apache Junction",-111.5495777,33.4150485,"37130"
"995",1942,1290,"Monrovia",-118.0019482,34.1442616,"37101"
"996",2233,640,"Weslaco",-97.9908366,26.1595194,"37093"
"997",828,4652,"Keizer",-123.0262077,44.9901194,"37064"
"998",553,5594,"Spanish Fork",-111.654923,40.114955,"36956"
"999",545,6890,"Beloit",-89.0317765,42.5083482,"36888"
"1000",1744,1285,"Panama City",-85.6602058,30.1588129,"36877"
